Datas,Motivo,Valor ($),Volume (T),NS K$,Markets,Products,SOG,KPI,Source,Owner,Motivo_Index,Meta ($)
2024-07-18 03:57:50.270270272,Distribution - DV,2660.12,515.16,7199.95,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 625G (6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-07-18 21:31:31.891891896,Market trend L12W,1394.7,2994.45,8275.39,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-07-19 15:05:13.513513520,Volume of inno,1985.59,7685.59,8753.78,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-07-20 08:38:55.135135136,Volume of inno,6280.12,3879.85,8504.17,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-07-21 02:12:36.756756760,Market trend L12W,4947.98,5165.19,1760.54,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-07-21 19:46:18.378378384,Volume of inno,8724.23,4305.9,3999.51,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-07-22 13:20:00.000000000,Market trend L12W,2932.67,9452.79,195.59,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-07-23 06:53:41.621621624,Volume of inno,9513.68,4339.76,5871.89,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-07-24 00:27:23.243243248,Distribution - DV,510.5,5262.89,1493.78,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-07-24 18:01:04.864864864,A&P Spent,5740.22,3818.61,3185.97,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-07-25 11:34:46.486486488,A&P Spent,4493.89,3761.14,1044.22,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-07-26 05:08:28.108108112,Avg FSP,6735.87,9887.41,6605.84,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-07-26 22:42:09.729729736,Avg RSP (standard price),10460.09,5500.09,2579.85,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-07-27 16:15:51.351351352,Avg RSP (standard price),5150.72,4625.42,1144.3,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-07-28 09:49:32.972972976,Volume of inno,8713.61,8307.86,6445.92,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-07-29 03:23:14.594594600,Share of Display,3073.89,4872.99,10204.26,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-07-29 20:56:56.216216216,Share of Display,1797.99,5829.04,3130.9,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-07-30 14:30:37.837837840,Distribution - DV,3761.49,4961.99,8994.35,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-07-31 08:04:19.459459464,Avg FSP,5734.71,2147.92,1796.79,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-08-01 01:38:01.081081080,Avg FSP,5511.44,11421.34,1949.19,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-08-01 19:11:42.702702704,Share of Display,2456.01,6926.27,6969.7,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-08-02 12:45:24.324324328,Market trend L12W,2471.66,2691.26,6850.1,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-08-03 06:19:05.945945952,Avg RSP (standard price),1776.76,7838.79,1914.79,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-08-03 23:52:47.567567568,Avg FSP,7829.72,2693.75,8164.76,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-08-04 17:26:29.189189192,Distribution - DV,1667.09,2653.48,8372.55,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-08-05 11:00:10.810810816,Share of Display,8848.78,10229.43,10234.3,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-08-06 04:33:52.432432432,Share of Display,5628.32,9696.58,5250.31,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-08-06 22:07:34.054054056,Distribution - DV,8657.23,1469.24,7887.83,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-08-07 15:41:15.675675680,A&P Spent,9125.54,1772.27,4263.23,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-08-08 09:14:57.297297296,Avg FSP,4476.58,8872.16,9890.42,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-08-09 02:48:38.918918920,Avg RSP (standard price),7529.36,4105.64,1453.45,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-08-09 20:22:20.540540544,Volume of inno,4236.58,1384.7,2951.56,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-08-10 13:56:02.162162168,Market trend L12W,5599.13,2418.12,10005.12,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-08-11 07:29:43.783783784,Avg FSP,9471.69,4939.65,5818.47,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-08-12 01:03:25.405405408,Avg RSP (standard price),5639.03,4467.76,5825.72,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-08-12 18:37:07.027027032,Avg FSP,6088.94,6778.36,9941.47,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-08-13 12:10:48.648648648,Volume of inno,11142.49,7541.89,4724.94,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-08-14 05:44:30.270270272,A&P Spent,4436.82,6939.59,11085.25,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-08-14 23:18:11.891891896,Distribution - DV,10295.6,7590.58,10765.48,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-08-15 16:51:53.513513520,Market trend L12W,2489.28,2559.23,8528.16,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-08-16 10:25:35.135135136,Avg RSP (standard price),4098.65,5281.86,8590.96,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-08-17 03:59:16.756756760,Avg FSP,11521.11,9239.25,2734.1,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-08-17 21:32:58.378378384,Share of Display,987.02,10925.66,8149.61,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-08-18 15:06:40.000000000,Volume of inno,2266.1,5889.74,3168.9,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-08-19 08:40:21.621621624,Avg RSP (standard price),4571.85,6820.65,7845.81,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-08-20 02:14:03.243243248,A&P Spent,9812.67,7607.87,4115.45,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-08-20 19:47:44.864864864,Distribution - DV,10421.78,319.61,1920.91,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-08-21 13:21:26.486486488,Volume of inno,10643.43,9509.77,7150.29,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-08-22 06:55:08.108108112,Distribution - DV,2570.74,3206.11,1161.87,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-08-23 00:28:49.729729736,Volume of inno,2845.4,6399.24,1334.72,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-08-23 18:02:31.351351352,Share of Display,4753.77,5848.18,6475.35,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-08-24 11:36:12.972972976,Volume of inno,8932.93,9093.58,3267.27,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-08-25 05:09:54.594594600,Distribution - DV,10823.69,8029.63,5540.57,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-08-25 22:43:36.216216216,Avg RSP (standard price),10691.56,8108.51,609.51,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-08-26 16:17:17.837837840,Market trend L12W,1157.95,5145.91,10398.12,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-08-27 09:50:59.459459464,Market trend L12W,10214.69,8682.23,2691.99,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-08-28 03:24:41.081081080,Market trend L12W,9036.46,7536.13,4725.13,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-08-28 20:58:22.702702704,Share of Display,10135.26,6348.6,9065.11,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-08-29 14:32:04.324324328,A&P Spent,1175.02,6716.59,180.18,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-08-30 08:05:45.945945952,Market trend L12W,4289.43,6806.88,9914.09,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-08-31 01:39:27.567567568,Market trend L12W,7620.85,3992.22,2526.08,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-08-31 19:13:09.189189192,Share of Display,7086.85,5069.79,3120.18,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-09-01 12:46:50.810810816,Volume of inno,4596.83,2638.02,9643.37,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-09-02 06:20:32.432432432,Avg RSP (standard price),10743.48,2331.71,6040.1,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-09-02 23:54:14.054054056,Avg RSP (standard price),10188.88,7520.05,3738.69,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-09-03 17:27:55.675675680,Distribution - DV,3026.9,4071.76,3682.85,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-09-04 11:01:37.297297304,Volume of inno,4499.63,1243.72,5007.65,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-09-05 04:35:18.918918920,Avg FSP,9641.3,10142.42,8202.25,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-09-05 22:09:00.540540544,Distribution - DV,5984.58,10465.53,9592.48,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-09-06 15:42:42.162162168,A&P Spent,4213.35,7076.01,9922.77,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-09-07 09:16:23.783783784,Market trend L12W,6886.96,3689.84,3500.73,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-09-08 02:50:05.405405408,Market trend L12W,8170.75,9476.42,8768.98,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-09-08 20:23:47.027027032,Avg FSP,2199.67,796.5,7906.67,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-09-09 13:57:28.648648648,Share of Display,5723.32,10768.08,1685.0,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-09-10 07:31:10.270270272,Avg RSP (standard price),4184.02,8645.71,6489.2,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-09-11 01:04:51.891891896,Market trend L12W,10821.13,3968.93,8733.94,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-09-11 18:38:33.513513520,Avg RSP (standard price),2486.25,3984.03,5665.48,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-09-12 12:12:15.135135136,A&P Spent,11206.49,9486.14,117.37,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-09-13 05:45:56.756756760,Volume of inno,1917.39,8737.78,5399.43,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-09-13 23:19:38.378378384,Avg FSP,3873.77,11094.87,10634.48,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-09-14 16:53:20.000000000,Avg RSP (standard price),7498.43,9816.78,6782.81,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-09-15 10:27:01.621621624,Distribution - DV,5253.16,5423.58,1444.18,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-09-16 04:00:43.243243248,Avg RSP (standard price),4580.36,1634.82,3356.59,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-09-16 21:34:24.864864864,Market trend L12W,10612.1,5852.89,2261.66,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-09-17 15:08:06.486486488,A&P Spent,2988.82,1225.07,4820.63,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-09-18 08:41:48.108108112,A&P Spent,1852.78,8220.6,7195.73,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-09-19 02:15:29.729729736,A&P Spent,408.92,10229.35,5693.65,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-09-19 19:49:11.351351352,Distribution - DV,8660.5,3504.52,4893.19,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-09-20 13:22:52.972972976,Avg FSP,4379.87,2783.89,7995.98,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-09-21 06:56:34.594594600,Volume of inno,7690.58,5401.46,11107.68,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 625G (6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-09-22 00:30:16.216216216,Volume of inno,1468.3,8169.26,10130.72,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-09-22 18:03:57.837837840,A&P Spent,3656.79,2209.79,3272.34,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-09-23 11:37:39.459459464,Distribution - DV,10472.33,3772.27,267.1,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-09-24 05:11:21.081081088,Distribution - DV,3988.12,2695.38,9045.1,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-09-24 22:45:02.702702704,A&P Spent,10788.35,4864.34,5565.39,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-09-25 16:18:44.324324328,Avg RSP (standard price),357.07,570.42,4626.43,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-09-26 09:52:25.945945952,Share of Display,8657.66,456.09,8000.4,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-09-27 03:26:07.567567568,A&P Spent,4225.16,4218.0,9921.11,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-09-27 20:59:49.189189192,A&P Spent,3302.89,11943.53,2460.43,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-09-28 14:33:30.810810816,Avg RSP (standard price),4776.03,6649.77,824.69,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-09-29 08:07:12.432432432,Market trend L12W,10117.15,1479.65,3134.82,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
